order_item_id,order_id,product_id,quantity_ordered,unit_price,total_amount
0b895048-8382-484f-a83e-853a7278dba4,377860c4-7c81-4edf-8bb4-b8070d1968bf,d4685cc0-55bc-4863-b303-524dfae6c4ae,16,977,6938
af5b1c0a-dd7f-43c7-8726-b5bac292df02,ddbdfd71-0b0b-40ee-bdee-7a39ff70e1fa,ca301d96-6783-4bdd-b627-6b0c519825af,19,495,20027
db5479bb-321d-4f4d-b3eb-de94fc2f34d5,e03996a7-191e-4d0b-827e-d65e7e281dea,f15f7e06-2ccc-4f32-9cc3-19e715a60b99,25,1136,37427
b2603827-98ed-481f-86c6-2c1fba576ebe,a0a81d06-3453-484b-91cf-f170b4ad795e,7baed86f-d7db-4892-9fd7-f47f30b5c0d3,20,1400,39376
b2130c67-ddc3-4ef7-8912-8c80218e1e4e,ddffa39f-fe38-4d92-9c96-6f1d3fa8d79b,2d66a71f-2236-4223-8276-43be8eaf0439,3,708,4253
e7befa1a-2d0e-4b0a-9c29-97c5b8dbacbf,365b1c81-3c4e-48aa-9350-2a36239d2e71,419c904e-e36e-49f9-92c9-c26bd5eb8949,7,1083,43201
e9030cbf-f260-4dc8-a55e-de8fa05ffd0c,db7b1904-bdad-457f-bc4a-7aecc79c4f8b,bc4c5c4f-4b03-4716-9297-e731a9ec008f,4,801,29720
4d11c1fa-1955-4887-9c3a-95192ebeec75,609469e1-72e9-4d37-96f3-75d9fc9b8efe,ccaef089-47f5-4d61-95fb-a7a862bdb501,2,931,44721
c91a6b0b-16bd-4db4-9ba7-518cf3edd198,52ff7094-a32a-4a04-bdd2-034c04d5666f,0efe2c21-3560-4c60-9606-be57d9aab9ad,11,951,40118
9dcbb4f9-777d-4d90-96d5-5e8d2447b474,fa199551-353d-481b-9fd3-32eacb332c39,e1658b2d-14ae-4c30-a43b-107830a12658,5,617,15922
e567021a-8353-4ddc-ad49-6a577a6777c8,df5724a9-3e2e-4211-91fc-b5c2bd23486e,1377f3ed-fac3-43bc-8ad5-af5b0f35ec34,6,514,5914
1e90a0b1-f4f4-4e9c-beba-d66d08377d38,11a9a266-17df-4bcd-9b6d-55a04f4486c5,b8c41e36-110e-4eec-81c1-7b8bb1c5ae81,1,643,37245
c55736b6-d46c-4431-b363-8cf1c2d161a5,7e7ffc97-6753-497d-99cf-89461251e186,6d9ac7ef-586d-46af-86b2-48a495b39a62,25,1005,47658
504ae96d-91cf-4deb-a18f-1882fe0208e5,7dfd2b05-6c88-4b3b-a575-14610f27602c,f7972d44-1beb-4b73-8f1d-25fd14197f65,15,660,21528
b2e90920-f559-4fcd-944a-5760e9274b59,5ffabdd0-b727-4515-96e1-64bd7d970678,c7371492-85d3-4645-90a9-63fb68ecff5b,16,910,37947
8287a4f9-0d3a-4b61-ab8d-efe317b8155a,131684a6-ef9a-4d35-89c1-b69fe12734c8,9eb23fe2-a354-4062-b719-c29121881cc3,20,944,20261
794a4a11-ebff-4262-a8b1-a74f48ddb317,1cbd4f61-b837-47b9-adb8-db669225bb93,5ca67bab-2405-4827-aa30-9de656aaca7b,5,575,45678
49552c8b-e465-432f-950d-6b9db3d4ad17,8b151056-17e1-4be9-9569-f3460d01e504,328ad57e-c674-4e6a-9480-d88b97d26bf8,11,847,13256
91c3e562-6a62-4828-b2b7-6eb2ede99472,17cdc83e-7829-4373-9afd-fa402631d18f,80dd11e2-d4d0-4d24-8d55-de7bcd425c73,5,1112,33776
5d745c1e-0f01-43b2-9ece-cbcb2e8b800e,a24c4ef4-6714-47cd-bf15-110a62db5bc8,af43e252-43b8-447a-89fb-ac20486c8861,13,1445,22639
a1d1d445-bb9d-4dd0-b35b-5449b4db74da,73d64526-3a26-43fe-a954-98491d1f368f,5b3fb821-62ee-435b-828d-b20942b465a6,3,1297,24847
6a89ecdf-962d-47d1-a4b6-51656488b6e0,fb270987-9cf5-42e3-8a17-95a4f742e0f9,df79ed5b-04a6-4143-8c1f-81312201d53b,14,1209,22380
f922fd4c-33ff-4695-b77d-ca5edaab5b02,e67575c0-2f6b-447a-8668-31d65510d5be,332b91dd-ac8e-4af9-a7b1-38ecd795a1cd,25,1053,26521
c56322f9-a769-404e-8d06-749cabb02bf6,46f69c62-3fcc-4f1b-8ab2-8336be5bf0e4,5250d2c7-1ef9-42ff-813d-b2590f9371e6,13,943,5131
18af5389-d811-4040-ae56-e1cb7438b40d,92427f4d-c9e3-43df-9315-4bb9b965b8ce,6bb45c9b-b91d-4856-b9bc-ee508564364c,10,683,43956
2dfd1d0c-6f5d-4212-86f4-5af6c80075cc,c98924d1-aed0-4312-a8e3-691dae0fe09d,4b202a66-3cfc-4967-8f79-864e8b5355d0,22,1060,23909
65f71f6d-f34d-4fab-8437-b8dae7b837ef,4632e584-933e-4a8c-a003-295cadf35d02,b0e8cb57-9382-463e-b8a8-898562eda698,7,891,26517
ca53a5e0-9205-4a33-87a5-5c01cc51f3a4,88efcaef-0dd3-4206-b2f2-4c555dd26b05,9822cf11-f1e5-42ed-828b-7f279e4e16d7,17,850,19395
038b9af2-5c14-4014-9c30-78698879a133,046d801d-8320-4842-aa93-4d9ccd6b0964,e3fa68f8-e9a9-4258-9d16-08b8f4b92c51,23,649,13096
42b91f62-0fbe-4114-8f18-a199d3956585,ff5fdc4f-ce99-43a2-b9e8-365502dafa82,15a7ffaf-29b4-4031-bf6e-2ad077902527,6,891,18266
030fd59e-42fd-4e5a-bd96-80bdb7569965,34dde2ff-b881-4b21-a5c9-1ebb6cbfd5e3,02ea10de-536d-440d-a465-3c8f25a72cd8,9,794,23489
94274589-41fc-4e24-9ebf-6f1a85114ddb,d014b9eb-d70c-47fc-afe9-13ff1167b4c0,f670a5f0-2adc-4632-bc9e-dbffcba97f49,14,760,8063
ce3577fb-f4b8-4e37-8412-21940ce851e9,39982554-2d10-4ef9-bac7-21daccd1f383,02689368-062a-40db-b6b7-82486dea42bb,3,915,24390
3839fc44-7dc3-4cc9-906d-2fa0de647daa,13364bb2-3055-4f09-9c93-38f79a5e9e3e,a14bb497-6cd8-4b87-bc28-055556dafcc0,3,1320,47072
c715715d-5a81-4bb7-8cce-fb61f8da27f7,4b3bf6da-dcbd-4eeb-b280-733322faa180,937b3f0c-f046-4c8f-942f-4203bad04eca,3,435,36889
7ae131f7-9faf-4e86-bdd6-2cc8685799eb,132816de-eb4c-42df-9636-aa77c279a678,5a2c5869-a808-4fdb-b71c-8603a8cd926a,10,421,30754
3a4b0edc-0a6a-4eea-9c17-6217d8eda68d,f1cdc2cf-31c0-4ba3-a9e1-8e5920a37ebd,462f6847-5236-48c3-8083-2aa360122412,5,492,5716
5aec4b03-729e-4fee-ae49-8b46a2cfea61,6f9809a9-43d4-49a5-afeb-e08233eab657,07aba17d-db36-4833-b148-04bbb644a8a5,10,1193,26409
9a530273-21a2-41be-b8b7-37202bf2c890,4b6c8da3-d70f-4198-a5dc-de60ccb12484,67640d55-7510-4b6e-9190-efdaf83c68b0,8,1303,39573
34488e40-f99d-43b4-93c3-2e2fcba90641,d9decccc-3d81-451e-8647-84d6e445cbd8,2b8da143-8efe-43be-9b2f-9e36e73af8ff,11,1368,43096
f2d08e40-cc08-4f45-bf9c-8462fac450d7,d603d1db-a8ee-42c8-875d-6b2ea4ec69bb,2703788d-8feb-4f74-9fad-99f136f83ec5,13,978,6392
93cb989d-1a62-4084-bed4-4fa0eb5a4ec7,84b5abea-afb3-4107-8565-0224ba38412a,07ba7040-7f4f-4ed7-b7b6-b03a27a0a929,4,387,7444
f8a9bd0b-8659-4e64-8577-ae6a8e697f93,4475ac81-457d-42ea-be3e-94da95ff8fc2,b1b6e5a6-e73a-4ee7-9e3a-85b04a358517,14,1096,41520
45e64d07-839f-4f74-bf92-4a7ee43b36ae,b13daa64-aaea-48de-9ad3-b4195f82d130,3b8feecb-ac3e-40fa-8931-3ccbaaff9c5f,6,349,983
f51afebb-5263-472d-891a-e09b9d5f2b52,e5a456a9-1096-4116-8537-ef9c63b58f9b,a39b944d-1158-4784-b552-d68a8a3335eb,11,1402,17962
5e2e8492-1a9c-4e1b-b30c-163af448ebf6,39ae2658-5c6f-4761-b26d-13f32920e6e1,d5f24349-ca4d-4b62-b01e-784963fd472d,2,1111,24268
71d134c9-3c0d-4f3b-b976-12cd80932fe5,edb978b4-7888-4dee-94cc-355ee0d6f699,87f1cb6a-a82f-4242-907c-a0cf3663a8c5,12,1116,12781
092e20ab-462c-4d92-bd11-43273dd4d5a1,9df92407-54e6-4760-a59d-7d9f7163a343,cafc0104-75ea-41ac-b3f2-0f2127928355,10,300,42608
f536fa37-ce97-4624-9f1b-880232345613,f921e492-4b3b-4d90-a349-e1901907f5fd,bb6b54e3-0cea-47cf-8334-7a7fb3406447,7,1084,19828
3017a567-6e3c-47ea-8d72-0482b7be2585,7f8b8457-303a-4d81-b36c-b2d89f0becd8,65656092-04bc-4e5e-84bc-d199cc9432a1,21,435,34646
be9f6efe-29a4-4893-9c7c-173155c521de,346a2da0-6698-4c97-b138-6cb681a1f74c,476ef27f-5893-4ce8-a861-75b7eeb49dcf,3,949,17573
0c058117-5455-4e18-be36-3f326284acf7,823101bb-8a8b-4fc6-8800-a93814d2db33,2e799bdc-106d-4e57-96ae-657cdceb3095,3,342,6004
dcbea5f0-3872-436b-a176-2a5637395754,3344bb94-469f-41a0-b227-fc3355914fb0,0d6659b4-03ee-455b-8f29-a9d7236a9571,16,1246,42870
77a59b8a-c328-4a22-9552-b9ff1e0ff3fa,16dbd2f9-7de8-4e39-a1e9-893ffbd97597,ccaef089-47f5-4d61-95fb-a7a862bdb501,21,583,48414
856c248c-584e-4acc-b82c-825136018c7c,1f04808b-7219-4d4d-abdc-b01fa42ede0b,a4baa318-9281-40ab-ab15-bf15a1e9a018,13,1130,40961
777efb10-b0ef-495e-a9fe-dbc764094706,b59512c9-a6d0-45f2-97b8-5a367d424dcc,439322b1-0445-4d69-998f-a5c0b2180e72,14,1012,38538
fa3bcc64-ed2a-45e3-91f3-3516f6b8df04,81bce477-1046-48f6-be0d-69f382b4c7ca,41cb9a20-7ee3-4523-8b4e-db585a271e10,8,333,24783
357bdf3e-baec-418f-b8bc-d0bc83992571,3b7111a6-c8be-42d7-a122-3ef9cd5395b8,632274d2-0aff-4636-a1f1-b0db8980c7fc,12,1413,39651
b6921cda-7ff0-4280-b173-b3b19f7e6074,034ab557-bc95-4927-96b8-39514bac2c6b,92b96425-aa10-43f9-9d40-311b02bf06c8,9,772,23098
144a23d4-9e5e-4516-a914-fb434fb52684,6df462f9-b9f6-4f80-8907-c27a0cfbbf91,97cc1ad2-fc66-4907-8327-f21ec44608a4,13,1179,31714
22580947-2f7c-4362-bc23-878b9c0997e5,4a902b79-b518-4cb3-a6b0-477fb2859736,0317cd51-683f-4790-8ddb-900b7665e07f,24,1237,35000
7c5580ff-a5c3-4cc5-a7b1-9733384894e0,093f63a1-94c0-4b08-9194-3995d4ff1c69,f5f0890f-9879-4ef1-b398-dc1c3f495e81,19,559,24399
0827c4f1-8af5-45dd-963f-8cfaa0fc2beb,26f1e323-ea26-40a5-be0c-c32e95949bcc,f5f0890f-9879-4ef1-b398-dc1c3f495e81,25,1251,20570
b57d9657-dde7-4879-b32c-f4440989e837,074c8868-5788-4184-a5c5-927619d7ee42,db173fd6-32e3-4d9d-bee2-7b2ceabf8ef6,8,870,20634
ae829d06-e221-4f9f-9c67-221c39f1894a,87bf9ea6-8072-4c0b-8212-6c2b53d878da,f9ccdd49-bd8a-4250-bfa0-8718bc4a2229,5,487,12134
fa140f2e-e784-45d3-baf4-06aa0a0f1954,413dc1d3-0cc6-4f60-9899-63c91c065ec6,c5f4c653-1e47-44b1-890f-216d95b96f1a,5,1487,41724
aaa568b5-7dfc-4775-8fa2-708e77784daf,5084b510-0ca4-4fc3-b6a7-a019f586dfa1,b8a663b8-7b3b-45fe-aaff-65f1b3bfa9ed,8,663,35164
09ca8966-0ef3-41d8-acd5-4bb8fbe0a238,2d86a4bf-7814-44da-aa52-ad7bd55a19fa,16a1c436-2cc5-4adb-bf25-524009cc7c87,10,1133,24331
2f644d30-12e8-40fd-847f-c6c7845496c3,72e91b96-2384-455f-9b6e-34b5d0175624,0497a0bb-bfa6-4edc-910d-1e9f1039d53f,14,1395,30797
0b16f336-05dd-4da1-a1f0-3e6fb75c5348,03c6194b-c900-4983-b6d7-49e0057c88ab,c744dd9d-2620-446e-ae48-a0bef0a7e25b,6,440,24164
17c615ff-ca1e-4caa-ad9f-20cb5039d77c,e93355da-85b5-4cfa-9c5d-6838d509e4ad,98b72c63-cdab-4ce1-99a5-e53e2ec8974a,7,888,2311
d11a05a2-14ad-4824-9974-527a913a04b4,4cc8196c-eaa6-42e5-bf7d-afbb8d81dcb6,85ab4d69-3b6f-40b8-8944-b3608317a9c4,22,752,22334
eee501c6-d713-4ca5-86ba-9665a472d32f,2295f53e-0352-4fc2-8760-a20efb47d611,5a1ea0a7-70a9-4d9c-a91b-d477857f9c57,18,535,25872
86e146c4-302a-49e4-af4e-ad213ff9c02d,3cdc591f-6f58-4c4d-9f7c-a3dd38091a9a,02689368-062a-40db-b6b7-82486dea42bb,9,487,47132
1f5dabf0-0ead-4b9f-b45b-660d0b1edd1e,a9c45215-0d48-411e-99d7-6b276d7d1dbe,cabf5310-f682-4057-b230-33c74c244866,19,662,7524
abe364d3-d40f-47be-a224-6837c8a412b8,eb766fb3-6956-4c24-90de-51beb1361765,095f0ddf-e976-40d0-aff0-3b1c52a23bf9,5,1088,27939
c838799a-1523-4335-9047-53584617501a,60f6e001-9322-4f44-8753-621638963f8d,6fdce658-b2b3-4cff-93ab-86031b768748,8,366,43377
eea2f42b-0620-4580-99a4-b187e98a4922,6394aaaa-0472-4c1d-bbfe-46a0be16563d,a2cf2afd-2d4b-4146-b794-a9d8e0df1d75,22,393,30939
1f9e78db-47ef-4191-9e38-f37002363ed3,65210387-5879-4957-96a5-e0c66d2ea0a2,b422eef8-5fe9-4322-af69-99d08a3fe1e6,25,1462,8961
f33be979-3bd8-4732-aa77-2c1eb082ccc5,0cecd7f7-ccbf-43e6-baf9-1f973ce10a09,f7d7b155-3801-413f-8e2e-56505a9ccdc3,12,833,34418
439b896f-41fd-4219-827a-1b2765c12fde,99b59248-f6ec-4365-ac80-611062713174,cc56c712-1778-4e5f-8390-f3e82679de99,16,338,45489
0cb1ba65-28bb-4fff-9a15-2f566338931d,64accf0d-d086-49bb-9c12-9927899b45b1,6c840b8b-99a3-4787-be06-e8c8811568fb,22,464,23244
8f049b17-5b5c-4e25-a760-56849210743d,46d892c3-b12b-4435-8420-a3ce9e1ec823,82010f6f-eb6a-4563-85ab-a3ca1c2e6835,7,725,1002
fd70b342-ba5a-47c7-91d9-d6d4fc92381b,e2f07591-e9e4-4b70-8d15-976209fbe781,bcab557b-40a3-4883-ae33-d8eeb299616f,7,620,16762
2eea61c1-6692-4bb9-a2cb-1758b70f16e0,1aba6ec8-77ce-4f13-94b3-d7f5a5209393,f65271d2-2515-4124-b857-cca7b26efd09,10,1117,40389
61881bef-f61e-4024-9331-12c478cfe544,7a24fe28-d762-47c4-aff5-62f2a196dbbd,68eab6ee-8a65-42dc-ac95-dfdfcf4ec81c,3,1095,37406
86f9c3a9-f3f3-45e8-bd9c-2a2aeed6488d,eda6fd56-1e8f-4339-a706-13ce8f6f9387,47afe196-8a19-4d2e-a137-56a44909fd01,11,1179,7888
34b6860b-2f59-4cd2-9cbf-f32591537dd8,5733025f-d032-41a6-ba45-8ab9ac1cdb87,54630b21-1667-40d4-aeeb-6f51180cafe4,20,1497,6654
211d4a6e-cb90-4d90-90af-ff736a162591,3a842497-a9f6-4102-b228-d1c6e7423124,3335a4a1-0fbd-4cea-a359-a13cea804257,14,1069,22166
98670855-1479-4e86-b9f5-4c9b44c95688,5c69920b-00ce-496b-a3c4-eb1c2b0d8256,497e466e-f6d1-4dbf-9d46-c0a3a24d05e2,5,877,36423
39a60338-a86a-44ae-9a44-a2e957515476,9130eb9a-c47e-4ad9-a600-d1a70f1ddc62,85b2dcc1-b7da-4d8b-bbd2-e18a67e16457,5,1485,32997
57b044af-0254-484f-9814-e02573cc891c,e69ed8e6-48fb-4951-8128-7cf62cea728a,be2f3cda-3210-4229-b9ed-be9270eff9cd,23,984,10507
a746fe85-7890-46e5-b991-e9d5aa6a369a,5cda507c-8bfd-441f-a3e8-d747ef322205,0086b074-03a2-4e61-a981-5173e93a6a58,16,550,10503
3072238f-022b-4df6-a13e-eb11bcd0d67c,98654070-e187-42c4-9f3e-7f18a3f8f79e,6bc678c9-dcb7-4684-a993-1d6089a438ac,13,1228,28681
df55b872-6aa3-41c3-bcc8-904c29d19f4f,1c5fc375-4806-453c-823b-c3aa9b107ff3,7ad70d72-2973-4cf7-8482-e54155184db6,25,979,41752
73e85d3b-e148-4c1a-9f7c-dfb752266032,9f985515-915f-48db-bad9-6c83c15da4ae,0e1da9cb-0cbc-4c6f-9623-b6899b012c8d,7,621,7005
7871288e-795b-4570-a6e7-4ba4a8a10d8c,a0181dc4-80d6-48d4-ae7d-0a5af9905b58,554d7215-158e-450c-9a1c-b42b7af0b587,10,408,22400
1a6b0882-f65b-4dc4-8971-235cebdcb097,85824353-f9d6-4499-ac9d-f055633773ee,33943fc3-d893-459c-9c43-f123f06fa67e,25,1389,39020
584953e0-1dfa-45bb-b5eb-0f5b01e22171,01b8b4cf-d4c3-4132-95ee-7190d2e2cd14,5303c478-4ed6-4d8b-967c-068530b492a3,18,514,12039
c0b25a35-5117-4f55-9eb2-8881f0742a7e,c91dbd9d-5293-401a-9ced-a282eaac4c38,ef5002b7-13a1-4de5-b570-c10556c47557,21,509,42527
789ccea6-0b29-4717-9ed2-f47560475d18,4d037c64-0336-4f1c-85bd-4accbfb4a137,5475350e-891a-4901-9704-2c5ef8ef0469,19,1253,22940
61f358ee-2411-4d6d-9b71-57e871b8b31b,b45ec608-fb45-4532-a11e-d84b597c8ef3,48ad8782-dbcb-4b87-a4ee-084f8ee42bb1,4,299,34603
38299071-64b5-4da4-bd58-7ca34ba8d7f1,782d3944-b1d2-4fb2-84af-bb19e5a47997,b387c237-7b16-4634-b0f4-48a483afed61,25,860,13838
87ec4c85-f573-4da1-a9fe-0f7eb886ae24,f2edcecc-2839-4d84-a32f-bd4640647a0a,97a8d28c-d379-4a1e-ac36-278492f1df8d,19,1341,48560
fc4a8d4e-cb20-434f-9e75-6582aacba800,ebc34c04-dab7-40f2-aa01-6eb5be8e7e7d,959c8e67-8a85-4ab3-adc5-e0a546c42f62,24,832,9894
cbee86be-23cf-40ed-9325-e9d426398d6e,e7f83b49-7c1f-43ee-8f5b-d13bf0778ef7,98513c9f-4743-447d-bba7-baa71d2102bb,7,1396,21757
928fce17-31e6-40de-bc5a-3fe03c575d79,03a83cd5-f06e-4212-ae6e-7c718b6de0a3,1fb96731-f24d-42bc-81b6-76b70bc7365d,14,1299,38064
190a1d63-92cb-4404-9ff3-8a2f0974fbf7,84c5be0b-ebbd-4d06-b896-3e88866f6016,d28caaa2-7f42-4bcf-b238-a80c95172655,14,1465,48577
09da0062-dcdf-4016-9c27-0804fba50882,5a66eebf-ff46-4f8c-a07e-91bc6972084d,f7dcb76b-a452-43f3-9cc3-709994be39c9,10,797,25275
c1a85b9e-c482-4764-a94c-46b1b2457f84,6ecf5c99-ddd4-419c-9286-73dce54b5cef,eae41a96-390d-467d-b4ba-25222fca8eb0,22,681,11962
8ac5fed3-7e86-42e3-91b7-83b4635d2c88,4e0fc51d-5727-43df-8a95-bf0b1ef58bb1,7bc3bfb6-a56f-43a0-af31-ef44ac4d1d93,17,690,2998
21cb8294-150e-4f6f-b2ba-3e2b07d8ab31,0cc8dc55-4529-4ae4-9c2b-6ec098346c67,0e6717a1-342e-446b-84ed-df2daffa40ba,18,1452,46553
7df58e69-27fc-4a91-a901-90793e257bb8,d258f4c4-4838-448f-b544-0ad5cc0bb16e,92e960ff-b7f2-445b-b790-16be3a9378e7,21,1265,13655
eba709ca-b3ed-4adc-aa8c-66223dc79d10,514fbd47-dd26-46d4-9f0d-1147b4f318ce,960e70d7-43da-40ab-8106-041b3acc6f0d,22,1002,29204
c64013f8-75c0-4b8f-9c49-c3066e41e779,c40d6626-e953-422e-83ea-4b20cc3e5ade,d5dc665f-83b7-4466-8ae9-43c2b2cacc65,7,1382,16977
56c742bb-8dba-4320-abf2-65a3afe441f5,b1d2f3f0-5199-45df-9d94-a5d5751fa26f,0378ed08-bddb-4268-b024-99b81f7fed78,20,1296,26162
36146dec-ea25-46cc-a71a-e2dafb24d2ac,3d69f1df-2baa-4527-8371-b1a49a2048d9,c8002cbd-ba1e-40af-b433-ef3fb0e0900d,12,526,28244
a2c4d813-7d75-4a3d-8873-7c600a2130d9,2891a7c2-00f9-42d5-9e49-69cc4f7227b9,13949539-c723-45ae-bc96-56e3bc163190,7,650,795
8daad31e-5af9-4a39-b330-804510392b44,d0d04f1c-c6a1-40a5-8d44-96c551b9927b,92d5c723-74ff-4e6f-89cb-993ce9f22729,20,1332,41757
8196f091-f422-4fde-86b6-4cc6ca4bbb62,81d51d4e-a016-4c38-b2a6-3d1627091d33,0b628cd5-d136-4ff8-8b61-0e53be1b0939,4,1380,18464
053b0f2b-1f11-4f69-9dd8-0aaa9c287325,1830b1fd-cfe5-4708-9d03-2645a698f002,cabf5310-f682-4057-b230-33c74c244866,15,1242,42297
e76bc658-572d-41e1-ad6b-4530625e021a,0423aaeb-34b7-4377-8a1a-119bcd1b7961,5aa014c8-55b5-4232-9ff2-91aa86b72a95,25,1112,44966
b9bd84b5-5c03-450d-b851-28917d855365,1d0af429-711e-491c-8eb8-e4456301e45a,b3247f0d-729e-4761-8ec4-ff01423f2261,1,449,11030
3a9b545e-84c6-43af-9840-414786fb13e4,21c00d6b-a11d-48b2-b5c3-f3faacca00c6,29696214-17fd-4ce3-9799-e209875aace5,19,496,12787
bb2898d6-b65d-4847-a951-ef551b07556e,e03451ab-e5f2-438e-b702-1321948babc4,f6df8ce8-6711-43b4-804d-0b92db22ef2e,10,677,11151
