product_id,product_name,description,price,stock_quantity,category,size
84b88537-7c9e-4d6c-831f-27120a82cdde,Patterned Kids' Dresses,Concern room bag onto myself old church.,1454,23,Dresses,XL
0b1b9fd9-150b-4da7-b08e-3e19b5440c8e,Denim Mini Polo Shirts,Resource service dinner source summer.,1287,1,Polo Shirts,L
46825cf1-9c9d-4720-bdcd-409ca2cd7482,V-Neck Cardigan Polo Shirts,Senior travel question with human explain.,1391,20,Polo Shirts,s
58be604c-4b80-40c5-882f-566e065ac40f,Animal Print T-Shirts,According move return another fine recognize.,376,14,T-Shirts,s
2941644a-4a14-4ec4-9a8d-b27490d1226f,Animal Print Jeans,Play list candidate.,840,15,Jeans,m
be6c42c0-0fa6-4776-9eee-e992462c0997,Girls' Solid Romper,Commercial alone job interest.,864,18,Romper,xs
bb6b54e3-0cea-47cf-8334-7a7fb3406447,Turtleneck Jeans,Finish government health out economic wall.,881,19,Jeans,xs
16d79a10-eca9-4ffb-821f-7d8b5763263b,Stretchy Toddler Dresses,Herself contain whole success share.,1483,4,Dresses,m
0faa3a2e-e197-47ce-bea2-0a7466b436e4,Kids' Slim Fit Romper,Effort four red.,465,22,Romper,xs
e6fe315e-fd9b-495b-ac1c-873d9d6257c3,Kids' Slim Fit Skirts,Side record law program.,389,5,Skirts,L
e61e0fe7-4f44-48d4-a93b-a13adac4adc8,Fleece Pullover Jeans,Yes purpose study turn.,902,25,Jeans,m
3360c346-bb64-48cd-972a-4ab10064c594,Kids' Stretch Jeans,Foreign together even his right century building.,1038,9,Jeans,XL
a24e7d9f-0dc3-4afc-b455-448d358d5499,Girls' Puffer Jeans,Deep everything much most.,1274,17,Jeans,L
fe0d2026-49f4-49be-9897-9aa114ba4866,Velvet Holiday Jeans,Boy speech kind right risk off.,853,26,Jeans,XXL
32858bdf-66bd-4f22-ad59-e72cb1e0c2c2,Hooded Sweater Skirts,Study Republican about last season really.,499,24,Skirts,xs
880db863-57e9-4d77-b99e-07caeff4e710,Lightweight Rain T-Shirts,Art least close evening bank ball wind Mr.,808,2,T-Shirts,L
a1d41cdc-9cc3-4e28-865e-a19dc31e9ed0,V-Neck Cardigan Sweaters,Either capital responsibility official history.,446,12,Sweaters,m
6a8b6b71-a638-42b2-a341-bf92e3a658f7,Patterned Kids' Sweaters,Value public medical piece teacher business choose.,408,19,Sweaters,xs
df27033a-a09a-46b0-bbee-6fc29e8a276d,Sherpa-Lined Skirts,Federal wife life own policy onto environment.,1249,11,Skirts,xs
8d682eb3-c324-4359-8efc-5f68d4399280,Girls' Denim Jumper Polo Shirts,Art statement investment sign determine.,1267,18,Polo Shirts,m
5beb2a11-eef1-41b0-81be-5689f73b5cab,Kids' Kangaroo Pocket Sweaters,Stuff audience compare together.,1380,20,Sweaters,m
87adb1c4-7504-46f0-b721-b889a5242b90,Unisex Plain White Polo Shirts,Your deal force huge agent rest.,1258,5,Polo Shirts,XL
a57cc760-656b-4721-bca5-0464bf6b778a,Short-Sleeve Toddler Dresses,Form add but price watch rise.,544,25,Dresses,xs
d190d8e0-0509-4043-a9de-e10da4879d45,Kids' Graphic Jeans,Course little tree near.,478,18,Jeans,m
48fa45df-0d76-4486-a2e1-94bc6ab1ff16,Velvet Holiday Skirts,Walk spring everyone star either skill protect.,414,8,Skirts,XXL
de5a161f-e90f-4d76-893c-879d3c2433b1,Girls' A-Line Polo Shirts,Physical idea major.,822,24,Polo Shirts,L
b9c90f59-978f-4f3a-83f5-d9295b5fe8da,Boys' Plaid Jeans,True bring big police.,346,0,Jeans,L
d2b18cd6-266c-4b05-b1b3-932b06fac62b,Holiday Fair Isle Romper,Exist fact lay whether few think.,449,11,Romper,XL
0de8ec82-6259-4523-b05a-0635da651350,Cotton Toddler Hoodies,View shoulder stuff two human cut.,428,3,Hoodies,XL
2703788d-8feb-4f74-9fad-99f136f83ec5,Chunky Knit Polo Shirts,Dream data authority mean card.,520,4,Polo Shirts,L
33829485-9364-45e6-a2e8-1260a6ddf658,Boys' Striped Leggings,Force north sea parent product many.,391,6,Leggings,s
8f4f1bf3-d2e5-480b-b064-f3eacf4309a1,Girls' Sleeveless T-Shirts,Appear decade voice fear decision manage quality management.,1498,12,T-Shirts,m
6f0eb988-14ef-480a-9619-bd2668f5be56,Tulle Princess Dresses,About such compare garden.,1433,8,Dresses,s
639ff79d-0026-4f91-b291-6547870a79fb,Boys' Striped Hoodies,Hair surface after language pass today.,803,13,Hoodies,s
6dfc31a6-d7fb-46e7-9fdd-643bf0fd0f64,Embroidered Logo Hoodies,Great her create happen quickly line thought ago.,1200,26,Hoodies,s
944ab7bd-d45d-4a31-a0ac-5933ac2453d1,Unisex Plain White Hoodies,Agent significant lay civil.,917,9,Hoodies,XL
ff6be1c3-1821-4e77-a6a7-396120185d8e,Tropical Print Leggings,Civil hit least physical.,737,22,Leggings,xs
e44e7d78-96ff-4e86-9058-8baa0af6c8fd,Kids' Sleeveless Jackets,Concern response trial season country between always.,751,3,Jackets,xs
31c899af-f494-447d-bdb1-d5e35ddfcbbd,Dark Wash Denim Jeans,Sit a source station various think most seat.,1498,24,Jeans,s
0e1da9cb-0cbc-4c6f-9623-b6899b012c8d,Distressed Denim Hoodies,Big people her.,1009,15,Hoodies,XL
eb8142a7-ac2e-4943-8168-1b7e0cce3fe9,Velvet Holiday Hoodies,Send live game site west hair.,1187,5,Hoodies,XXL
b8f3fe58-061d-4c71-92b4-d88259d733d2,Girls' Crochet Jackets,Feeling daughter so while near current.,1251,14,Jackets,m
55af10ed-4c68-412e-95fb-189e9aa48154,Fleece Lined T-Shirts,Or always reality career long both.,1382,1,T-Shirts,s
b20edb44-13aa-43d9-b19a-f57ac639adc5,Velvet Holiday Hoodies,With join source contain major animal.,819,8,Hoodies,xs
30213350-6f07-4009-a1bc-27e943355bb1,Baby Girl's Floral Sweaters,Field race seat capital over address reflect.,693,14,Sweaters,XL
6d358c15-260d-4c6f-93b2-3c65627da52d,Girls' Striped Jeans,Expert without unit loss.,978,19,Jeans,L
25093b17-edef-4fee-9f96-197b4867578e,Boys' Zip-Up Dresses,Successful new music discover.,1191,18,Dresses,xs
e7b22b31-fe96-47c1-8d21-96f98d72bd30,Tiered Ruffle Jeans,Life east off particularly social personal opportunity easy.,474,23,Jeans,XL
182c95cf-f686-4f5b-ade4-3a0746ab8374,Denim Overall Sweaters,Impact middle investment mean important the.,1238,13,Sweaters,XXL
16226330-6551-4087-bd46-d8f825f26e2f,Kids' Pleated Dresses,Ask suggest choice side sister.,867,6,Dresses,m
3a8fcb91-e898-41f6-b76f-40424fea0ba1,Cuffed Girls' Sweaters,Treatment realize provide right avoid.,1233,22,Sweaters,s
4c2e37a7-e426-435a-9618-20e7e2e095ae,Embroidered Logo Sweaters,Compare treat hope top certainly argue building.,1258,3,Sweaters,m
1ab7ac7f-339a-4cad-8862-b4f616e15b7d,Girls' V-Neck Leggings,Foot language rich defense.,1210,21,Leggings,m
7bbc1ac9-0b83-4d4c-9b69-8b8dcf9e02e7,Hooded Sweater T-Shirts,Bar coach run hundred hand authority.,374,1,T-Shirts,s
6d65a5e5-c3e5-4e5a-a62d-e3ca2ac15cdd,Boys' Striped Leggings,Interesting generation room arrive production.,1109,26,Leggings,xs
86b4547f-2da7-4c3f-858c-c109e294c2b4,Denim with Patches Romper,Determine degree seek large.,1472,17,Romper,XXL
8175a0fd-0bdd-480c-b940-5ec08cb9cf8b,Patterned Kids' Dresses,Produce among line reality increase line wait.,1015,13,Dresses,s
11f30bfa-8677-4d72-95db-9fc399d517c0,Girls' Patterned Sweaters,Position hair happen cost best.,848,19,Sweaters,m
c70d041c-d850-45bf-a691-5c1ac5fd3d3a,Girls' Solid T-Shirts,Analysis she yet then short oil.,798,26,T-Shirts,m
50ff0232-8b92-482a-8e35-66dfc28c648c,Graphic Print Youth Sweaters,Will say on beat century view.,679,23,Sweaters,m
f3341133-c861-4b6f-9a6c-fe4f8d0029b8,Basic Crewneck Youth Leggings,Side room painting will try white suddenly.,1476,4,Leggings,m
2169b56e-061d-43ef-8cab-da0b399065f5,Toddler Cotton Hoodies,Available moment sort stage entire.,1112,22,Hoodies,XXL
ebf22f06-56a9-42d2-8476-09ec6fa8ff18,Cuffed Girls' Polo Shirts,Light task analysis two animal.,1066,26,Polo Shirts,L
9d8b37b2-dbb5-4ebf-ba89-939f39377a5f,Animal Print Dresses,Claim majority which receive heart assume.,600,5,Dresses,XXL
466d17da-0abd-426c-8e9a-88a1bbcfab13,Kids' Kangaroo Pocket Romper,Memory standard fly director home I thought personal.,688,17,Romper,xs
bcc4b8ad-007e-436b-9950-b974b59901bc,Winter Parka for Jeans,World entire government sit according cost.,863,7,Jeans,s
79020dd5-7ffb-4f1e-bf6b-9c4e46f45617,Kids' Bomber Skirts,Often decade decade purpose tree very majority billion.,746,18,Skirts,XXL
1cc274de-106b-4ccc-a776-c2df0974494f,Stretchy Toddler Polo Shirts,Another father state international yourself dinner eat.,439,12,Polo Shirts,s
0082960e-0c8d-4bbe-a3e2-9784e56c2fa7,Girls' V-Neck Romper,Write create federal second guess food certain.,501,25,Romper,XXL
a70716e0-4dd3-49b1-b86f-77e12066e66c,Girls' Sleeveless Polo Shirts,Role short listen voice bed.,1425,16,Polo Shirts,XL
555ee7e7-cc7b-42da-aa7d-b0017e966426,Floral Print Sundress Hoodies,Wind remain sometimes these people.,564,21,Hoodies,xs
8d17e2bc-bb53-4b23-a658-da2930430386,Cotton Toddler Dresses,At baby about well.,1252,12,Dresses,m
b0c3a07e-d097-4078-80e3-a889d5c5a24d,Striped Baby Skirts,Relationship strong media cultural TV.,535,17,Skirts,L
49cac3ca-0e97-4dca-831b-fa20a403d6d6,Boys' Skinny Skirts,Purpose million head more audience.,1116,0,Skirts,m
c2facc75-7626-49d0-b7c8-1c86dba1c6d5,Girls' Hooded Jeans,Responsibility trade budget as at.,1221,10,Jeans,m
d50d9ec8-528b-4109-90ba-f8665ed775c5,V-Neck Cardigan Polo Shirts,Country hand then through news full economic.,299,14,Polo Shirts,L
fd38caf4-c330-42fb-8815-6fb8292cb9d0,Patterned Kids' Skirts,Bad carry let while.,1423,2,Skirts,m
b000dc72-a5d9-4b12-9eee-b8b63dcd68bb,Sequined Party Jeans,Show factor buy walk hospital.,407,23,Jeans,XL
50976fd7-53dd-4a0f-8e71-4e0a6f0fcea3,Boys' Athletic Skirts,My eight discussion three garden.,794,16,Skirts,XL
16c7c87e-7daa-426b-a7c3-a2f91d9a7e9f,Chunky Knit Dresses,Article believe usually top fine reach.,658,11,Dresses,XL
130114a8-a163-4d2e-8674-dddf11fb3217,Tropical Print Jackets,Station research left meeting certain who teacher.,324,21,Jackets,XL
e2170e0c-87f9-40ae-9f9c-46cd35d8322d,Girls' Hooded Polo Shirts,Rather bring determine daughter close.,1352,1,Polo Shirts,XXL
6a1bc698-5dcb-4dc3-b070-191153303df8,Girls' Sleeveless Polo Shirts,Court low establish stand establish cell same.,1187,1,Polo Shirts,s
88b83d32-6825-4fde-9dea-8fd178ba25aa,Boys' Skinny Sweaters,Across will beyond if idea.,1299,1,Sweaters,m
bb50c9b2-e8bc-4335-9485-06e432d0c409,Girls' V-Neck Dresses,Avoid organization ok.,311,23,Dresses,XXL
f229bd76-ad4b-4e26-bf76-36f807dfe9b1,Distressed Denim Hoodies,Wrong fight financial article modern.,680,3,Hoodies,xs
0ea623d9-2fe6-40f6-9780-5d8fa8c120e8,Patterned Kids' Sweaters,Attorney gun bed.,1046,19,Sweaters,XXL
5610751d-7b81-4b56-8fbe-4986a7e94d8b,Girls' Patterned Leggings,Method mention kind other matter hair.,551,23,Leggings,xs
36df563e-1efd-4377-9057-f3e9be3ccf58,Boho Beach Romper,Face indeed young race always have.,1455,11,Romper,L
fd257395-a807-45a8-ae16-bf091be43223,Sherpa-Lined Polo Shirts,Mother civil executive.,911,6,Polo Shirts,L
2a342645-0e8f-45e2-9f13-08e4aaa09bc3,Floral Print Sundress Skirts,Nation improve reveal plan serve.,1190,21,Skirts,XXL
45e9882c-6324-40c4-acba-3eef7854c278,Winter Parka for Polo Shirts,Collection action wrong as sense thus thus early.,359,17,Polo Shirts,XL
da8b79b3-9c36-4d4f-8e69-a043f41e5ad2,Basic Crewneck Youth Hoodies,Accept whatever focus opportunity.,976,4,Hoodies,m
75633041-eb82-49aa-a1f7-ee522f176f14,Girls' A-Line Dresses,Hold at near area.,1334,6,Dresses,m
0bb6d9e4-3be2-4469-bcc1-91c0972f003a,Kids' Slim Fit Jackets,Shoulder which each citizen make red.,1129,13,Jackets,L
60698f93-a3dc-4f4f-8e19-293358b30eb2,Girls' Crochet Jeans,Look blue see theory bank modern require fund.,1243,18,Jeans,XL
9bed8320-ea81-4360-b9c2-03fca9c02b15,Tulle Princess Jeans,Shake writer simple relate return center.,696,23,Jeans,XXL
9a430d30-52a6-4f29-a307-d68e15d7a477,Boys' Striped Dresses,Speech possible drug.,1432,24,Dresses,m
a88774bc-9143-4ec5-9ef5-6bf58730cb64,Tiered Ruffle Jackets,Public partner eat consumer over.,914,9,Jackets,XXL
61e91054-7915-4a63-abe8-be763084242e,Velvet Holiday Jeans,Imagine yet small.,480,26,Jeans,m
bba549ff-0ee9-4b44-910e-c3a417152832,Girls' Hooded Jackets,Sing yeah pressure might wind respond.,1440,17,Jackets,xs
6af1ce5d-a083-42c2-b4d4-609266d0cb60,Lightweight Rain Leggings,With occur offer actually popular contain spring I.,1110,19,Leggings,xs
92d5c723-74ff-4e6f-89cb-993ce9f22729,Distressed Denim Hoodies,Region senior movie.,1416,14,Hoodies,s
493db3c0-06c6-46e9-a98e-ef4e368f66a5,Cuffed Girls' Jeans,Include fine draw drug social half.,454,26,Jeans,xs
9cd41a34-8334-44ed-8bd5-1eef709b5aee,Boho Beach Dresses,Assume beyond third positive player learn.,499,15,Dresses,XXL
5b085cf4-6bf6-4b1d-8dc9-1d9c7d81c5c1,Boys' Striped T-Shirts,Learn bad on note however television.,1282,14,T-Shirts,m
462f6847-5236-48c3-8083-2aa360122412,Chunky Knit Hoodies,Collection anyone mention significant.,1399,1,Hoodies,L
a3b8ecfe-ad02-49d8-9f86-e23622fc1105,Basic Crewneck Youth Sweaters,Time me step real child benefit.,1012,3,Sweaters,xs
8774518e-e269-45c5-8ddf-6b0d958809bb,Velvet Holiday Skirts,Trade despite show medical.,446,22,Skirts,XXL
282cd157-05a7-476b-bb1a-84797dd48a6f,Girls' Bootcut Romper,Over down sister skill want visit.,1349,23,Romper,xs
6d1dbb57-185b-4c3e-b69f-9b3dfbce75eb,Kids' Bomber Polo Shirts,Feeling buy son decision much.,1204,19,Polo Shirts,s
160aac11-718f-422b-a72b-b6ec523a3401,Ruffled Girls' T-Shirts,Strategy any toward admit writer democratic place.,1263,20,T-Shirts,XXL
c13ab9cf-c75b-41f5-bb12-3536c9883049,Girls' Bootcut T-Shirts,Piece give leader give deep would.,1362,1,T-Shirts,XL
931e4ed3-3c19-4a13-96d8-359fb3128b11,Turtleneck Skirts,Why area store leader guy.,569,4,Skirts,xs
4a1f1a71-3576-40ff-b611-d0353ecca638,Fleece Lined Jeans,Little back everything if official method value.,610,25,Jeans,XL
9a925cd9-7d94-4b0d-93a2-c1beed332891,Floral Print Skater Leggings,Ok stay money explain Democrat.,1498,11,Leggings,s
65d83491-03d3-4902-9088-4a9f7553f1ce,Boys' Skinny Hoodies,Lead southern discover early close policy something.,1191,0,Hoodies,L
e08d14ee-a72b-4b49-b435-7cb970e32ae6,Printed Kids' Dresses,Decide personal why door.,808,24,Dresses,s
7caf7166-3f88-4662-aa42-d8d89dcb7c65,V-Neck Cardigan Dresses,Answer whole keep scientist quickly.,528,2,Dresses,XL
46480d79-8b67-4cab-9c4d-a1ffd0572252,Printed Kids' T-Shirts,Lawyer position of call town strong order.,745,18,T-Shirts,s
eeb133ef-b9ac-46fe-8057-ea8cb9191025,Striped Baby Skirts,Week middle within sell question receive sell.,748,20,Skirts,XL
ea4fcb00-4d6d-49e1-be32-fb65694b1e17,Girls' Patterned T-Shirts,House foot important assume.,456,11,T-Shirts,xs
a918323a-803d-45c2-8126-3927dbc3394b,Boys' Formal Suit Hoodies,That themselves early firm network sort.,1243,15,Hoodies,m
82fdedf7-12a8-448c-877b-8838f20fdb38,Cotton Blend Hoodies,Participant state dream between fact view institution.,406,9,Hoodies,XXL
a90b9fb7-526f-4c53-bddc-dcd6262433bb,Denim Overall T-Shirts,Authority vote because.,793,9,T-Shirts,L
68b093c5-4538-4aa5-892e-08992b99faca,Cuffed Girls' Polo Shirts,Record accept after main send fund.,949,6,Polo Shirts,XL
251d87ca-808e-467c-a1f5-e6977efd8e36,Printed Kids' Hoodies,Language agree behind shoulder determine maintain suggest event.,366,12,Hoodies,m
5deb7bd0-10ef-48fc-988f-411b7649cc30,Trendy Leather Jeans,Argue tax to official serious.,1248,2,Jeans,s
c55ea284-2373-4424-93ce-0fd992ea39a8,Girls' Puffer Sweaters,Little watch series market.,943,4,Sweaters,s
42af79ab-3f1b-4cd9-b450-f88c7164fdc2,Girls' Solid Jackets,Traditional fund key miss worry main.,785,3,Jackets,XL
498a13e7-3cba-4c92-a77a-90029f27fd2b,Trendy Leather Jackets,Eat last whom toward might always.,717,6,Jackets,s
d6de56f6-b060-4653-929d-67b64e015f88,Floral Print Sundress Jeans,State book describe though particular drive listen.,865,16,Jeans,XXL
dc31b881-cba3-4b35-a2d9-af29b28e08dd,Turtleneck Dresses,What surface big bad.,918,3,Dresses,XL
